iter	Passed	Remaining
217	1625	5832
218	1632	5820
219	1639	5812
220	1645	5799
221	1651	5789
222	1658	5777
223	1665	5770
224	1674	5767
225	1680	5755
226	1686	5744
227	1692	5732
228	1700	5725
229	1707	5715
230	1713	5704
231	1719	5692
232	1726	5681
233	1732	5672
234	1738	5659
235	1745	5649
236	1751	5638
237	1757	5627
238	1763	5616
239	1770	5606
240	1779	5605
241	1790	5609
242	1799	5607
243	1809	5605
244	1817	5602
245	1827	5602
246	1833	5590
247	1841	5584
248	1847	5573
249	1856	5568
250	1862	5558
251	1871	5554
252	1880	5552
253	1891	5553
254	1900	5552
255	1914	5563
256	1930	5581
257	1942	5587
258	1954	5592
259	1968	5601
260	1984	5620
261	1992	5612
262	2001	5610
263	2014	5616
264	2024	5615
265	2033	5611
266	2039	5599
267	2053	5609
268	2063	5606
269	2069	5595
270	2077	5588
271	2087	5586
272	2096	5581
273	2102	5570
274	2109	5561
275	2115	5549
276	2121	5537
277	2129	5531
278	2142	5535
279	2148	5524
280	2154	5513
281	2162	5505
282	2171	5500
283	2176	5488
284	2183	5477
285	2195	5481
286	2205	5478
287	2212	5470
288	2223	5470
289	2230	5461
290	2242	5463
291	2248	5451
292	2256	5445
293	2263	5434
294	2270	5425
295	2276	5414
296	2282	5402
297	2289	5392
298	2295	5381
299	2302	5371
300	2307	5359
301	2315	5351
302	2321	5341
303	2328	5331
304	2337	5327
305	2347	5323
306	2353	5313
307	2361	5306
308	2371	5304
309	2380	5299
310	2388	5291
311	2398	5288
312	2416	5304
313	2426	5301
314	2436	5298
315	2448	5300
316	2459	5300
317	2466	5290
318	2476	5286
319	2482	5275
320	2491	5269
321	2500	5264
322	2509	5259
323	2516	5250
324	2524	5243
325	2531	5233
326	2538	5224
327	2545	5214
328	2551	5203
329	2557	5193
330	2564	5182
331	2570	5172
332	2576	5160
333	2583	5151
334	2589	5140
335	2596	5132
336	2606	5127
337	2614	5121
338	2621	5110
339	2632	5110
340	2640	5103
341	2649	5097
342	2656	5089
343	2666	5085
344	2674	5077
345	2683	5072
346	2694	5070
347	2701	5060
348	2708	5051
349	2715	5042
350	2722	5033
351	2729	5024
352	2735	5013
353	2742	5004
354	2748	4994
355	2755	4984
356	2761	4973
357	2767	4962
358	2774	4954
359	2780	4943
360	2788	4935
361	2799	4934
362	2807	4926
363	2815	4920
364	2824	4913
365	2838	4917
366	2845	4908
367	2857	4907
368	2867	4903
369	2938	5004
370	2967	5031
371	3008	5078
372	3034	5100
373	3101	5191
374	3125	5209
375	3186	5288
376	3215	5312
377	3264	5372
378	3286	5385
379	3311	5402
380	3346	5437
381	3361	5438
382	3404	5484
383	3449	5533
384	3484	5565
385	3501	5569
386	3512	5563
387	3527	5563
388	3539	5558
389	3560	5569
390	3572	5563
391	3581	5555
392	3594	5552
393	3607	5548
394	3622	5548
395	3635	5545
396	3646	5538
397	3660	5537
398	3686	5552
399	3707	5561
400	3721	5558
401	3733	5553
402	3744	5546
403	3760	5547
404	3775	5546
405	3787	5541
406	3797	5532
407	3813	5533
408	3822	5523
409	3836	5520
410	3849	5516
411	3859	5508
412	3874	5506
413	3895	5513
414	3913	5516
415	3927	5513
416	3942	5512
417	3957	5510
418	3975	5512
419	4008	5535
420	4031	5544
421	4059	5559
422	4072	5555
423	4080	5543
424	4093	5538
425	4111	5539
426	4124	5534
427	4136	5528
428	4149	5523
429	4157	5511
430	4171	5506
431	4187	5505
432	4201	5502
433	4217	5500
434	4234	5499
435	4251	5499
436	4266	5496
437	4279	5490
438	4288	5480
439	4313	5489
440	4325	5482
441	4334	5471
442	4345	5463
443	4353	5451
444	4365	5444
445	4379	5439
446	4392	5434
447	4401	5423
448	4412	5415
449	4425	5408
450	4436	5400
451	4452	5398
452	4462	5388
453	4472	5379
454	4488	5376
455	4505	5375
456	4522	5373
457	4540	5373
458	4553	5366
459	4562	5356
460	4575	5349
461	4589	5343
462	4603	5338
463	4610	5325
464	4624	5321
465	4640	5317
466	4652	5310
467	4659	5296
468	4669	5287
469	4675	5272
470	4686	5263
471	4699	5257
472	4709	5246
473	4719	5237
474	4730	5228
475	4737	5215
476	4745	5203
477	4752	5189
478	4760	5178
479	4770	5167
480	4780	5158
481	4793	5151
482	4799	5137
483	4811	5129
484	4817	5115
485	4828	5106
486	4839	5098
487	4846	5084
488	4857	5076
489	4863	5062
490	4875	5053
491	4881	5039
492	4892	5031
493	4902	5021
494	4909	5009
495	4923	5002
496	4936	4996
497	4949	4989
498	4956	4976
499	4965	4965
500	4971	4951
501	4986	4946
502	4999	4940
503	5007	4928
504	5018	4919
505	5024	4905
506	5032	4893
507	5038	4879
508	5048	4870
509	5055	4856
510	5063	4845
511	5075	4837
512	5085	4827
513	5097	4819
514	5108	4810
515	5123	4806
516	5131	4793
517	5141	4784
518	5149	4772
519	5157	4761
520	5175	4758
521	5206	4767
522	5217	4758
523	5229	4750
524	5247	4747
525	5267	4746
526	5278	4737
527	5291	4730
528	5302	4721
529	5309	4708
530	5321	4700
531	5334	4693
532	5348	4686
533	5359	4676
534	5370	4667
535	5380	4657
536	5388	4645
537	5397	4635
538	5406	4624
539	5418	4615
540	5430	4607
541	5437	4595
542	5452	4589
543	5470	4585
544	5497	4589
545	5512	4583
546	5529	4579
547	5543	4572
548	5555	4563
549	5564	4552
550	5574	4542
551	5583	4531
552	5594	4522
553	5605	4513
554	5612	4499
555	5621	4489
556	5628	4476
557	5639	4467
558	5645	4453
559	5653	4442
560	5659	4429
561	5667	4417
562	5676	4406
563	5687	4396
564	5698	4387
565	5707	4376
566	5719	4367
567	5744	4368
568	5758	4362
569	5770	4353
570	5783	4345
571	5794	4335
572	5803	4324
573	5818	4317
574	5834	4312
575	5852	4307
576	5867	4301
577	5878	4292
578	5888	4281
579	5896	4270
580	5904	4257
581	5911	4245
582	5918	4233
583	5925	4220
584	5931	4208
585	5938	4195
586	5944	4182
587	5951	4170
588	5959	4158
589	5967	4147
590	5975	4135
591	5990	4128
592	6000	4118
593	6011	4108
594	6023	4100
595	6034	4090
596	6041	4078
597	6051	4067
598	6058	4055
599	6066	4044
600	6074	4032
601	6086	4023
602	6098	4014
603	6112	4007
604	6124	3998
605	6136	3989
606	6161	3989
607	6174	3980
608	6185	3971
609	6197	3962
610	6208	3952
611	6217	3941
612	6233	3935
613	6251	3930
614	6274	3928
615	6286	3918
616	6297	3908
617	6310	3900
618	6324	3892
619	6342	3887
620	6354	3878
621	6371	3872
622	6386	3864
623	6397	3854
624	6406	3843
625	6417	3834
626	6425	3822
627	6433	3811
628	6442	3799
629	6451	3788
630	6461	3778
631	6468	3766
632	6483	3759
633	6565	3789
634	6646	3820
635	6662	3812
636	6674	3803
637	6698	3800
638	6715	3793
639	6730	3785
640	6757	3784
641	6798	3791
642	6832	3793
643	6873	3799
644	6918	3807
645	6931	3798
646	6941	3787
647	6955	3778
648	6968	3768
649	6976	3756
650	7058	3784
651	7086	3782
652	7107	3777
653	7122	3768
654	7134	3757
655	7145	3746
656	7153	3734
657	7161	3722
658	7172	3711
659	7185	3701
660	7196	3690
661	7202	3677
662	7210	3664
663	7216	3651
664	7222	3638
665	7228	3625
666	7235	3612
667	7241	3598
668	7249	3586
669	7256	3574
670	7262	3561
671	7269	3548
672	7275	3534
673	7280	3521
674	7286	3508
675	7295	3496
676	7302	3483
677	7308	3471
678	7315	3458
679	7322	3445
680	7329	3433
681	7335	3420
682	7343	3408
683	7351	3396
684	7357	3383
685	7363	3370
686	7370	3357
687	7375	3344
688	7381	3331
689	7387	3319
690	7393	3306
691	7399	3293
692	7405	3280
693	7411	3267
694	7417	3254
695	7422	3242
696	7429	3229
697	7435	3216
698	7441	3204
699	7447	3191
700	7453	3178
701	7459	3166
702	7465	3154
703	7471	3141
704	7477	3128
705	7483	3116
706	7490	3104
707	7498	3092
708	7504	3080
709	7511	3068
710	7519	3056
711	7526	3044
712	7533	3032
713	7542	3021
714	7551	3009
715	7563	3000
716	7574	2989
717	7583	2978
718	7593	2967
719	7601	2956
720	7619	2948
721	7629	2937
722	7638	2926
723	7647	2915
724	7656	2904
725	7667	2893
726	7676	2882
727	7685	2871
728	7696	2861
729	7708	2851
730	7715	2839
731	7725	2828
732	7734	2817
733	7747	2807
734	7757	2796
735	7765	2785
736	7777	2775
737	7792	2766
738	7800	2754
739	7809	2743
740	7815	2731
741	7823	2720
742	7833	2709
743	7841	2698
744	7848	2686
745	7857	2675
746	7862	2662
747	7872	2652
748	7880	2640
749	7889	2629
750	7902	2620
751	7914	2610
752	7923	2598
753	7934	2588
754	7943	2577
755	7951	2566
756	7960	2555
757	7969	2544
758	7984	2535
759	7999	2526
760	8012	2516
761	8023	2505
762	8069	2506
763	8097	2501
764	8119	2494
765	8137	2485
766	8146	2474
767	8157	2464
768	8166	2453
769	8175	2442
770	8183	2430
771	8189	2418
772	8202	2408
773	8215	2398
774	8223	2387
775	8235	2377
776	8251	2368
777	8260	2357
778	8271	2346
779	8279	2335
780	8287	2323
781	8294	2312
782	8300	2300
783	8308	2289
784	8316	2277
785	8323	2266
786	8329	2254
787	8335	2242
788	8342	2230
789	8348	2219
790	8355	2207
791	8362	2196
792	8369	2184
793	8376	2173
794	8382	2161
795	8389	2149
796	8394	2138
797	8400	2126
798	8406	2114
799	8412	2103
800	8418	2091
801	8425	2079
802	8431	2068
803	8437	2056
804	8443	2045
805	8449	2033
806	8455	2022
807	8462	2010
808	8468	1999
809	8474	1987
810	8481	1976
811	8488	1965
812	8494	1953
813	8501	1942
814	8514	1932
815	8522	1921
816	8531	1910
817	8537	1899
818	8546	1888
819	8554	1877
820	8563	1867
821	8572	1856
822	8584	1846
823	8597	1836
824	8607	1825
825	8620	1815
826	8631	1805
827	8640	1794
828	8650	1784
829	8665	1774
830	8676	1764
831	8684	1753
832	8696	1743
833	8711	1733
834	8729	1725
835	8744	1715
836	8757	1705
837	8768	1695
838	8777	1684
839	8788	1673
840	8795	1662
841	8804	1652
842	8816	1641
843	8825	1631
844	8838	1621
845	8851	1611
846	8864	1601
847	8876	1591
848	8907	1584
849	8935	1576
850	8949	1566
851	8959	1556
852	8967	1545
853	8977	1534
854	8988	1524
855	9000	1514
856	9011	1503
857	9020	1492
858	9032	1482
859	9043	1472
860	9050	1461
861	9061	1450
862	9075	1440
863	9093	1431
864	9111	1421
865	9129	1412
866	9146	1403
867	9159	1392
868	9171	1382
869	9181	1371
870	9190	1361
871	9196	1349
872	9205	1339
873	9212	1328
874	9224	1317
875	9238	1307
876	9255	1298
877	9267	1287
878	9280	1277
879	9292	1267
880	9309	1257
881	9321	1247
882	9343	1238
883	9358	1228
884	9367	1217
885	9378	1206
886	9387	1195
887	9395	1184
888	9439	1178
889	9451	1168
890	9522	1164
891	9567	1158
892	9599	1150
893	9615	1140
894	9639	1130
895	9654	1120
896	9670	1110
897	9711	1103
898	9725	1092
899	9746	1082
900	9789	1075
901	9811	1066
902	9824	1055
903	9834	1044
904	9843	1033
905	9853	1022
906	9862	1011
907	9872	1000
908	9879	989
909	9889	978
910	9896	966
911	9904	955
912	9958	948
913	9989	939
914	10012	930
915	10031	919
916	10039	908
917	10048	897
918	10057	886
919	10065	875
920	10073	864
921	10083	853
922	10093	842
923	10101	830
924	10112	819
925	10123	809
926	10135	798
927	10145	787
928	10156	776
929	10162	764
930	10168	753
931	10176	742
932	10182	731
933	10189	720
934	10195	708
935	10206	697
936	10216	686
937	10223	675
938	10230	664
939	10237	653
940	10245	642
941	10252	631
942	10259	620
943	10277	609
944	10284	598
945	10290	587
946	10298	576
947	10304	565
948	10310	554
949	10321	543
950	10345	533
951	10356	522
952	10363	511
953	10369	499
954	10375	488
955	10381	477
956	10386	466
957	10392	455
958	10399	444
959	10407	433
960	10413	422
961	10420	411
962	10427	400
963	10433	389
964	10441	378
965	10447	367
966	10454	356
967	10462	345
968	10470	334
969	10480	324
970	10485	313
971	10493	302
972	10498	291
973	10505	280
974	10510	269
975	10517	258
976	10524	247
977	10530	236
978	10536	226
979	10541	215
980	10549	204
981	10555	193
982	10561	182
983	10567	171
984	10573	161
985	10579	150
986	10584	139
987	10592	128
988	10599	117
989	10606	107
990	10612	96
991	10619	85
992	10626	74
993	10633	64
994	10639	53
995	10647	42
996	10654	32
997	10662	21
998	10669	10
999	10675	0
